,pce,core_pce,cpiUS,pet,fao_Index,ner_gt,omas_mn,emision
1993-01-01,2.7044974343495287,2.814310946326648,3.2537960954446943,1.3549415515409002,-5.401234567901236,4.0305814249999905,,
1993-02-01,2.5983019208767333,2.732447265369098,3.2467532467532534,5.569886812319025,-6.849315068493156,3.9194013242470627,,
1993-03-01,2.560482962651478,2.6980323821970575,3.0194104960460155,7.56502431803765,-4.841149773071097,5.639350885295169,,
1993-04-01,2.555077955338536,2.660259657553099,3.1563845050215145,0.13337943980635814,-3.100775193798455,8.517526414282251,,
1993-05-01,2.7371853358661102,2.863213273978138,3.2211882605583497,-4.775549188156636,-4.320987654320985,10.910887653737333,,
1993-06-01,2.590480172001919,2.8811992721180735,2.9978586723768963,-14.77094972067039,-6.249999999999989,10.822512376491655,,
1993-07-01,2.4152863967141336,2.7077967857502605,2.8469750889679624,-17.89144721724344,-3.881987577639767,10.58436014931996,,
1993-08-01,2.4536686135508967,2.8044906349274923,2.840909090909083,-15.648711943793913,-3.6624203821655987,10.360980062839875,,
1993-09-01,2.3932816000712176,2.7913318025258205,2.7639971651311157,-20.03470002739477,-4.094488188976375,10.316074230169448,,
1993-10-01,2.3538108967250615,2.56762166180593,2.752293577981657,-16.33622279601623,-0.4878048780487809,10.304363529396765,,
1993-11-01,2.3462401133278243,2.606239568622404,2.7445460942997935,-17.90876020057024,0.9615384615384581,10.533111724684897,,
1993-12-01,2.191909966708905,2.461875809827574,2.8109627547435068,-25.233163291595815,5.40983606557377,8.735201217198242,,
1994-01-01,1.9764297889848903,2.2474621991907417,2.450980392156854,-21.363040629095675,5.220228384991854,10.820007543157107,,
1994-02-01,2.060040496522597,2.2715034717302185,2.515723270440251,-26.295317408866513,4.738562091503251,9.346395173946998,,
1994-03-01,2.131958883650098,2.399502283556987,2.6517794836008246,-27.950066348847503,2.5437201907790197,7.387592840452184,,
1994-04-01,1.9817451624680515,2.254367043099448,2.364394993045882,-19.19092254563395,1.9200000000000106,5.593666378543216,,
1994-05-01,1.8140259437739337,2.1371664629262765,2.288488210818307,-10.330992978936827,5.806451612903207,3.552996978942846,,
1994-06-01,2.0273318682598074,2.2656765444923455,2.494802494802495,0.0,6.016260162601639,1.7840591487318536,,
1994-07-01,2.186864283638501,2.267983469916657,2.69896193771626,9.985447218179777,3.2310177705977328,-0.3966678042054861,,
1994-08-01,2.2454959528852125,2.192455046282049,2.900552486187835,2.0600810705758255,9.421487603305788,-1.955817003089022,,
1994-09-01,2.253296623677725,2.1947643979057574,2.965517241379323,-0.30832476875641834,13.793103448275868,-0.6842283059514176,,
1994-10-01,2.104670143152232,2.2649977698483426,2.609890109890123,-2.397354643152372,14.215686274509798,-1.308570275852583,,
1994-11-01,2.106462124052011,2.189689689689689,2.602739726027403,8.389723935565009,16.1904761904762,-1.6311458585744787,,
1994-12-01,2.1492201689393697,2.1789883268482635,2.597402597402576,18.263266712612,13.685847589424572,-2.5597170683021253,,
1995-01-01,2.3214259982419883,2.3508011885917446,2.8708133971291794,19.933333333333316,13.023255813953494,-1.924269094899833,,
1995-02-01,2.265735070013508,2.2972579773599566,2.862985685071595,25.372124492557525,16.068642745709848,-2.293208778155298,,
1995-03-01,2.172043010752689,2.1996685998343146,2.7872195785180187,26.53478854024558,16.434108527131762,-2.3729829627093135,,
1995-04-01,2.321285370603743,2.283256121773647,3.125000000000022,21.30647130647132,16.169544740973297,-1.1491511751878902,,
1995-05-01,2.3308023393819655,2.230017884165658,3.1186440677966054,10.402684563758392,12.804878048780498,-0.19327247630640532,,
1995-06-01,2.1810453041195776,2.0919410852287657,3.0425963488843744,-3.40849501835343,15.18404907975459,0.45165458347287135,,
1995-07-01,1.9864912904372423,2.039614267711354,2.8301886792452713,-11.959287531806606,24.4131455399061,1.685175831787289,,
1995-08-01,1.9734415344891065,2.168677995785795,2.6174496644295386,-1.9042437431991188,17.824773413897276,2.7418397712421383,,
1995-09-01,1.928718203075186,2.148995177397972,2.54521098459477,4.410080183276066,12.987012987012992,1.5576133063372577,,
1995-10-01,2.0216739290362717,2.1575869917812573,2.7443105756358666,-1.5245623941276043,15.021459227467805,3.058447404649356,,
1995-11-01,1.8243691664666217,2.0366515652422423,2.603471295060067,-0.607734806629856,9.016393442622949,4.227348335528314,,
1995-12-01,1.9530092429266954,2.144761179414645,2.5316455696202667,10.955710955710952,6.703146374829005,5.128717905606939,,
1996-01-01,1.9744254168544417,2.0064847851745338,2.7906976744185963,4.94719288493608,5.6241426611796985,6.271777003484313,27.940605590062127,5.806880335326903
1996-02-01,1.9540585374082653,1.9734257967520374,2.717031146454607,2.9141932002158644,4.166666666666652,7.8671328671328755,40.94337579847702,4.761545995630234
1996-03-01,2.0739493439977386,1.95776417656357,2.8439153439153486,15.148247978436657,4.6604527296937315,8.611599297012296,24.00562530013035,5.653869226154762
1996-04-01,2.1104782164499625,1.861587404292031,2.832674571805005,18.6210367388022,9.189189189189184,7.155322862129121,53.83045525902668,3.9795711974110137
1996-05-01,2.1295921076533997,1.86378867193282,2.827087442472065,7.649442755825753,11.351351351351369,6.097560975609739,42.8487193661323,5.006570302233904
1996-06-01,2.028394734270522,1.8541176470588283,2.8215223097112663,11.020629750271427,7.190412782956068,6.423611111111116,53.600897510133194,5.211795115260842
1996-07-01,2.1178996681632034,1.8847408481333927,2.8833551769331667,23.236994219653173,0.8805031446540879,5.719237435008662,31.528130222194694,4.680763173521285
1996-08-01,1.993683654020062,1.72891751817974,2.8122956180510084,21.797004991680534,2.4358974358974494,4.4750430292599175,28.78337454505042,4.284157652749365
1996-09-01,2.211995662208377,1.9018322856760639,3.0045721750489918,31.59626988480526,-1.7879948914431565,2.716468590831922,25.881348242640968,3.1661425297158985
1996-10-01,2.2561812710606866,1.8958800298858103,3.0618892508143203,42.77522935779814,-7.835820895522405,1.6778523489932917,43.66772977674689,4.326322365680979
1996-11-01,2.440681726782312,1.963999999999988,3.2530904359141077,31.79544191217345,-9.147869674185461,0.16666666666667052,32.0493346759283,3.9119433198380626
1996-12-01,2.36266245899599,1.861394048332321,3.378817413905133,33.35084033613447,-8.461538461538453,1.180438448566612,34.94084169537217,8.091500336398294
1997-01-01,2.267642590802388,1.8539699428115508,3.0381383322559907,33.31567796610171,-7.92207792207792,-0.6557377049180357,14.652709297327359,9.894197787332715
1997-02-01,2.321989961943638,1.9299224311975394,3.0322580645161246,16.46565285789199,-8.387096774193548,-1.1345218800648316,13.427561837455837,11.034400095888763
1997-03-01,2.121166297788113,1.9387241260501842,2.7652733118971096,-1.7322097378277168,-7.379134860050884,-2.9126213592232997,21.830795018892136,14.81902058197302
1997-04-01,1.9160921588245783,1.9982796268113612,2.434336963484962,-16.33432329232075,-9.158415841584144,-2.280130293159599,8.370752117563018,10.433788844040247
1997-05-01,1.6925034547867535,1.8957408581695256,2.237851662404089,-1.9764705882353018,-11.65048543689321,-1.8062397372742067,11.343583922398226,11.367788762357645
1997-06-01,1.8252469693238238,1.968212899648858,2.233567326100827,-6.259168704156471,-12.795031055900619,-3.2626427406199032,2.6482576632189003,12.755076460265746
1997-07-01,1.6698297401728457,1.8446051886108705,2.165605095541401,-7.92682926829269,-14.71321695760598,-2.2950819672131084,-9.326619923768288,11.465989246781438
1997-08-01,1.6559814486427404,1.7179642452805233,2.2900763358778775,-9.24408014571949,-12.640801001251578,0.16474464579900872,-13.114577265764893,13.0686306990494
1997-09-01,1.6145925432212938,1.6209050818983828,2.21940393151554,-17.507294706127553,-8.972691807542265,0.9917355371900971,-21.083762640717406,13.510720743993797
1997-10-01,1.4388391646324994,1.5345737367918,2.0859671302149163,-14.618473895582317,-5.802968960863697,1.4851485148514865,-26.336501786038635,13.67583212735164
1997-11-01,1.2630125489028199,1.4318779176964336,1.8903591682419618,-14.930409110080134,-3.0344827586206935,3.4941763727121433,-26.068974430777846,16.62932839818827
1997-12-01,1.1249932392233042,1.4509234931963544,1.6970458830924073,-27.845608507286336,-4.761904761904767,3.166666666666673,-32.25083240843507,13.616747582887267
1998-01-01,1.0438610705990392,1.499007625613702,1.6311166875784044,-33.611442193087,-4.936530324400568,3.300330033003296,-44.05654551870148,15.017364927243172
1998-02-01,0.7802393272962505,1.377360211620915,1.440200375704448,-27.69022962629447,-4.7887323943662015,1.967213114754096,-45.250349902930154,14.612029880392075
1998-03-01,0.6905742670220594,1.2427689307767276,1.3767209011263937,-28.44211529299666,-7.417582417582402,4.499999999999993,-39.94096946304915,9.331602587876553
1998-04-01,0.7154480291558629,1.2312682452156887,1.4383989993745905,-21.70385395537525,-8.99182561307903,4.833333333333334,-30.920262730418813,17.563907787832743
1998-05-01,0.9014584790915547,1.2563042097211152,1.6885553470919357,-28.660585693710992,-8.791208791208781,5.0167224080267525,-37.87854213489654,18.261905296986324
1998-06-01,0.6866433754367129,0.9799987054178061,1.6229712858926382,-28.74282733437663,-8.54700854700855,6.408094435075884,-26.100029839098404,16.774867713104193
1998-07-01,0.8755908895573761,1.1966829243049482,1.74563591022443,-28.2730514518594,-5.994152046783641,6.543624161073813,-18.885256110851635,19.112733709481144
1998-08-01,0.9339273254253655,1.4339886368048615,1.6169154228855787,-32.965378825890625,-10.601719197707737,5.263157894736836,-11.533495555445207,19.762436044808073
1998-09-01,0.6318269436710322,1.2062975447841184,1.4267990074441794,-24.456796361798894,-11.571428571428577,6.219312602291316,-14.813023855577045,18.099681383705057
1998-10-01,0.7219154824133156,1.2495970081887853,1.4860681114551078,-32.31420507996238,-10.17191977077363,6.829268292682933,-19.16659817539246,17.722074672402833
1998-11-01,0.7232233570397373,1.2376237623762387,1.4842300556586308,-36.291522062469014,-10.95305832147937,5.62700964630225,-38.69933859736021,15.07881824825137
1998-12-01,0.8450553564743002,1.3528661435584288,1.606922126081578,-38.427947598253276,-8.676470588235297,8.723747980613883,-19.756888699583897,15.173207209510409
1999-01-01,0.9381891079184745,1.343076210569638,1.6666666666666607,-25.37402752842609,-9.495548961424339,11.501597444089473,-7.0012220601568975,13.639490884072924
1999-02-01,0.9319801569791286,1.2223964626340011,1.6666666666666607,-25.21793275217933,-13.609467455621294,10.61093247588425,-5.45911845957201,14.52548694571072
1999-03-01,0.9919918715490805,1.1453371168834492,1.7283950617283939,-2.3968042609853524,-15.43026706231455,11.323763955342914,-8.849657883793915,24.011081167668614
1999-04-01,1.3553030404187316,1.2188557366964003,2.281134401972884,12.305699481865284,-16.467065868263475,12.400635930047699,-18.205364141362512,18.781136457279857
1999-05-01,1.2814358482011956,1.2176696542893772,2.091020910209096,19.448183041722757,-16.56626506024097,15.764331210191074,-10.697101935772624,19.913345875377676
1999-06-01,1.3986200637920332,1.3974000666649555,1.9656019656019597,30.966325036603216,-14.953271028037385,16.64025356576864,-27.77053050068331,19.859870913694945
1999-07-01,1.4178071249800306,1.2950320881593536,2.1446078431372584,42.54261363636365,-18.195956454121298,16.377952755905522,-8.32693538067819,19.95616071926143
1999-08-01,1.4610475937250733,1.1457735247208944,2.2643818849449104,59.13173652694612,-12.82051282051282,19.687499999999993,-19.857419517808527,19.80615413569209
1999-09-01,1.8849100776843652,1.4318347136968557,2.629969418960254,59.7324414715719,-11.793214862681744,19.87673343605547,-8.297067171239359,21.819898637581183
1999-10-01,1.8343265950810483,1.4073923121991072,2.56253813300793,57.33148019457956,-15.151515151515149,18.87366818873668,5.297407219115402,22.519717338205968
1999-11-01,1.9204990377596376,1.4860941320293142,2.6203534430225606,94.31906614785991,-15.015974440894563,18.2648401826484,39.36498883026758,24.420777618520596
1999-12-01,2.055157783081407,1.4403213709113682,2.676399026763998,131.20567375886526,-16.425120772946865,13.967310549777112,7.406802498877152,33.6388140161725
2000-01-01,2.1886212877514133,1.5372702345892053,2.792956891317555,117.96311146752205,-13.770491803278684,12.893982808022919,48.344707727523215,28.046011805660665
2000-02-01,2.5674315086640975,1.7231964850347392,3.2179720704310855,144.3796835970025,-10.445205479452058,13.226744186046524,64.57760914126214,21.48132309159991
2000-03-01,2.9308587389629492,1.9003973442677013,3.762135922330101,103.88813096862211,-7.36842105263158,10.601719197707716,126.62574651625746,11.921767673697659
2000-04-01,2.3502753405527876,1.706869262424826,3.013863773357439,48.44290657439445,-4.3010752688172005,9.052333804809054,187.72967793008627,15.931380278136942
2000-05-01,2.369824238035667,1.71787833170991,3.1325301204819134,62.14084507042254,-3.2490974729241784,5.914718019257226,235.41327319049407,10.98380399987322
2000-06-01,2.6849524210637243,1.7422748191978865,3.7349397590361377,77.92062604807153,-1.465201465201471,5.027173913043481,265.68909911846913,12.01829907551546
2000-07-01,2.668644412648824,1.7908752445257692,3.5992801439711952,48.33084205281515,2.6615969581748944,4.8714479025710355,210.2069302439195,11.584799306243788
2000-08-01,2.476447542551652,1.8720119082159314,3.3512866546977715,46.84854186265286,-2.2058823529411686,1.1749347258485532,215.75260909154585,9.299549160370102
2000-09-01,2.54853576697609,1.8494520840934614,3.45649582836709,41.87604690117255,-3.663003663003661,0.25706940874035134,224.43000103167233,10.335990888382685
2000-10-01,2.514239537035823,1.81866137479747,3.4503271861986873,46.11307420494699,0.3759398496240518,0.1280409731114096,199.09553238058447,9.100455022751142
2000-11-01,2.5653713928534216,1.9009975531714574,3.444180522565321,37.765318382058474,1.1278195488721776,0.0,203.32185123290478,6.802572291001363
2000-12-01,2.4853839158113455,1.8710211038147184,3.4360189573459543,9.125766871165663,4.816955684007707,0.7822685788787531,227.42444402204902,-2.5437201907790086
2001-01-01,2.7014770665975574,2.0065760686111433,3.7212049616065945,8.830022075055188,2.281368821292773,-1.0152284263959421,143.25637215681795,-0.203572366692939
2001-02-01,2.539329906228205,2.0348038848525762,3.529411764705892,0.8858603066439485,3.632887189292555,-0.6418485237483895,111.31280474878102,3.1533910123617392
2001-03-01,2.1091891196707513,1.9322287280428618,2.9824561403508643,-8.865841418534636,4.356060606060619,-0.2590673575129432,77.05146036161335,5.911825007807314
2001-04-01,2.3735358475994506,2.0268167274628768,3.2182562902282053,6.487956487956503,2.2471910112359605,0.5188067444876765,45.73981291088649,6.136604738459872
2001-05-01,2.556748762137473,1.9413249760598772,3.5630841121495394,-0.48644892286310304,3.3582089552238736,0.9090909090909038,26.59386362504359,10.379392572073165
2001-06-01,2.3917250926056566,2.0927053560332975,3.193960511033689,-13.289349670122519,1.8587360594795488,0.9055627425614388,30.9086205477358,10.431083380601258
2001-07-01,2.1019254864858006,2.122647357849594,2.7214823393167498,-11.15216661068189,4.629629629629628,0.6451612903225712,29.60763138948883,10.853907323368993
2001-08-01,2.095666739122093,2.041928253897507,2.7214823393167498,-12.011531069827031,6.390977443609014,1.2903225806451646,25.334960070984923,13.003923597637224
2001-09-01,1.3138964924565455,1.2179906859535627,2.5921658986175045,-23.612750885478164,5.323193916349811,1.9230769230769384,16.303621967119277,13.172759856630822
2001-10-01,1.5320653003102258,1.7874104136085034,2.127659574468077,-32.85973397823457,1.4981273408239737,3.7084398976982014,11.034942909720957,15.053493465009549
2001-11-01,1.321703359488069,1.8138160325083197,1.894374282433997,-42.819767441860456,1.6728624535315983,3.9897039897039965,24.810821143056305,16.054995767455836
2001-12-01,1.0623328220275674,1.7382425666449208,1.603665521191311,-32.0801124385102,-0.18382352941176405,2.975420439844756,27.851246386234617,15.359986365075095
2002-01-01,0.6661199772913795,1.4192567898813735,1.1958997722095743,-33.5023664638269,-0.5576208178438624,2.8205128205128105,42.44332197815106,15.589919062972957
2002-02-01,0.6776842847785458,1.4326612508564152,1.1363636363636465,-29.956095913542725,-4.612546125461259,2.5839793281653867,56.26591088649502,15.68792166539783
2002-03-01,0.9433843441022827,1.4482834480145756,1.3628620102214661,-10.352422907488979,-5.626134301270424,2.7272727272727337,24.580353082234275,19.74795841185597
2002-04-01,1.1881710966379133,1.570450635135634,1.643990929705219,-4.159066034294057,-6.593406593406592,0.903225806451613,21.080033782105435,14.413490863425515
2002-05-01,0.9881745106153694,1.6603635476393874,1.2408347433727984,-5.656424581005592,-8.844765342960281,1.2870012870012992,17.369792947425356,12.743525393909593
2002-06-01,0.9350941979094918,1.5933490761253166,1.0692177827799743,-7.536231884057976,-6.386861313868608,1.2820512820512997,8.650270377090695,12.223278031742769
2002-07-01,1.192116005910493,1.5370419833426574,1.465614430665152,1.8525519848771266,-7.964601769911505,0.7692307692307665,10.87609359811137,14.493352362352585
2002-08-01,1.4039174431419665,1.6879838846685757,1.747463359639223,3.3127047688387368,-5.65371024734983,-1.0191082802547768,10.66264313905949,11.317995090744915
2002-09-01,1.9327192530504966,2.4347380368322735,1.516002245929271,14.644513137557968,-0.9025270758122761,-2.1383647798742134,18.34910045387432,10.20547771668905
2002-10-01,1.759394918416679,1.804498521498843,2.0270270270270174,29.896443043674026,1.845018450184499,-4.685573366214535,28.070209445903636,8.108337475601047
2002-11-01,1.9297520143353175,1.6980515946446006,2.2535211267605604,33.55363497712251,2.925045703839113,-5.816831683168311,2.7404664738790885,5.036411336337232
2002-12-01,2.132436873596677,1.7690019588401773,2.4802705749718212,52.19865494050702,2.3941068139963217,-3.8944723618090427,1.3349437416565912,5.526651821990525
2003-01-01,2.344817214542627,1.7800604229607275,2.757456387169399,67.46314184036602,4.672897196261672,-2.7431421446383997,18.42951625406144,7.142125217747708
2003-02-01,2.6061606986462538,1.727236542149635,3.146067415730336,72.95081967213115,9.284332688587993,-1.3853904282115859,2.0945685670261893,6.92663777258391
2003-03-01,2.5890896386504103,1.7685468520348024,3.025210084033625,37.38738738738736,6.730769230769229,0.0,13.2026317317824,1.4720524157718406
2003-04-01,1.9893388337330231,1.5978279151349195,2.175125488008911,7.537114579368098,9.019607843137267,1.1508951406649537,2.835197479095042,8.202853750868
2003-05-01,1.8067576461238577,1.6308456636785706,1.8941504178273005,4.145077720207269,11.485148514851474,0.3811944091486774,11.6640407629647,8.98878982938054
2003-06-01,1.7883718622879075,1.5276230185830908,1.948775055679297,20.376175548589348,9.161793372319703,0.25316455696202667,8.964416812725284,11.77298472452657
2003-07-01,1.8623932681598676,1.5747560742299438,2.055555555555544,14.179658500371195,9.03846153846155,0.7633587786259444,8.370450969494382,10.94308676398228
2003-08-01,2.005705887438425,1.4893134599090807,2.216066481994461,11.310782241014806,7.86516853932584,1.9305019305019266,15.061055089523467,15.596508466055802
2003-09-01,2.1414041792516825,1.4654371291729307,2.378318584070782,-4.651162790697683,6.921675774134806,2.570694087403602,17.508759770513272,15.501069039244086
2003-10-01,1.968939971942607,1.5653830129158885,2.041942604856528,5.129982668977462,9.239130434782595,4.786545924967656,8.855826061949923,19.79343059963441
2003-11-01,1.9964840244397042,1.6054800385315149,1.9283746556473913,18.347925390178908,9.769094138543522,6.176084099868584,28.819325704765664,20.64245872628301
2003-12-01,2.123530784441363,1.6384482861046656,2.0352035203520247,9.27940176750508,12.230215827338121,4.967320261437891,30.019625942090023,19.248769950798028
2004-01-01,2.2127253134796243,1.8284791565249536,2.026286966046009,4.0376442015786385,14.821428571428562,3.9743589743589602,10.809832184388268,18.194763240669907
2004-02-01,1.999780511895044,1.85323515811191,1.688453159041381,-3.1502648452745863,15.04424778761062,3.44827586206895,18.700969988523642,17.91538894135376
2004-03-01,1.8961553898733996,1.86092762270047,1.7400761283306032,9.567809239940384,20.180180180180194,2.402022756005051,5.955644156491391,17.858876157920278
2004-04-01,2.2587719298245545,2.01258159114559,2.2925764192139875,29.876106194690255,21.0431654676259,1.7699115044247815,19.81391043442178,15.676431011282466
2004-05-01,2.7077793769668013,2.004959263195194,2.8977583378895444,43.141435678749104,17.939609236234478,1.0126582278481067,10.94849972230978,16.601219114194564
2004-06-01,2.89129322318884,2.1088531709504643,3.1676679410158393,23.76302083333335,18.035714285714267,0.2525252525252597,17.513031206610073,13.242700954096897
2004-07-01,2.684808358136448,1.9764800056504495,2.939575394665228,32.282184655396605,15.696649029982357,-0.2525252525252486,19.454637388038144,11.587475237278632
2004-08-01,2.392454566367608,1.900170497971665,2.5474254742547275,42.260208926875585,11.979166666666675,-0.12626262626261875,4.468846648365021,9.482392243296388
2004-09-01,2.2727272727272707,1.948006199802732,2.5391680172879516,62.42488511841642,11.073253833049401,-1.0025062656641603,-0.04128683867332672,9.924461827844633
2004-10-01,2.69966932972896,1.9831223628692163,3.1909140075716547,75.17309594460933,7.296849087893875,-3.3333333333333326,8.764538622506791,5.913661452336139
2004-11-01,2.965034290742108,2.062338331168001,3.621621621621607,55.8700546799614,5.825242718446622,-3.83663366336634,14.723780222173799,5.873997326203195
2004-12-01,2.7937462417318093,2.0656036659497,3.3423180592991875,34.774494556765156,5.128205128205132,-3.1133250311332406,9.282144949512361,5.887088658548856
2005-01-01,2.53261611817277,2.171099425160028,2.8448738593666034,36.67931135103588,1.7107309486780853,-4.315659679408135,12.887880654039986,7.87945264596408
2005-02-01,2.598955157862015,2.1745710227934145,3.0530262453133394,38.082901554404124,1.3846153846153841,-4.691358024691361,10.244422517863194,8.431794253421753
2005-03-01,2.747738069660288,2.2557701694442267,3.2068412613575736,47.742110990206754,0.599700149925031,-5.925925925925924,16.521636876763868,11.22649025593283
2005-04-01,2.84390116043558,2.108496580503072,3.3617929562433257,44.56255110384302,-2.526002971768204,-5.465838509316779,8.411146484088828,8.730705561272423
2005-05-01,2.5698881314870636,2.177385748020555,2.869287991498415,23.709036742800382,-0.1506024096385672,-4.8872180451127845,6.892376378272336,9.701506013218243
2005-06-01,2.339929186353573,2.0861022825772846,2.541026998411855,47.974750131509715,1.6641452344932084,-4.156171284634757,0.3299307210051561,10.996203218224544
2005-07-01,2.679680567879328,2.1147896753936246,3.067160232681121,44.26148930941265,2.743902439024404,-3.924050632911402,-2.2821137670599123,11.449390567037621
2005-08-01,3.0401210845581783,2.158987318401584,3.6469344608879517,44.57053849577215,4.651162790697683,-4.045512010113783,10.475335129561248,11.466900181455419
2005-09-01,3.830766507346417,2.1941190698317348,4.741833508956805,42.69858541893361,4.907975460122693,-3.544303797468362,12.678327913563404,13.135236439688192
2005-10-01,3.5511580629619566,2.2640555325702083,4.350104821802936,17.391304347826075,7.264296754250399,-1.9157088122605415,5.102653916956434,12.70392228661732
2005-11-01,2.9393517272056746,2.3062191080172934,3.3385498174230532,20.305406520841917,5.198776758409762,-2.0592020592020477,1.6553639130666875,14.0118731311218
2005-12-01,2.8839516572484847,2.2803541363631163,3.3385498174230532,37.15670436187399,5.945121951219523,-2.185089974293053,7.077804127352549,12.953019071152516
2006-01-01,3.2470643220190665,2.1432239657631857,4.018789144050117,39.859094790777114,6.116207951070329,-1.8041237113401998,-2.4743519090640875,13.669030502541869
2006-02-01,3.022499796091971,2.138543921613323,3.63825363825363,28.476130915155306,6.828528072837625,-1.4248704663212375,4.29243327987312,14.398774658290247
2006-03-01,2.9135687732341875,2.167365633559526,3.4179181771103018,15.816608359418138,3.427719821162456,0.0,2.781191192795607,12.685117505030185
2006-04-01,3.1023736981731,2.3612482829865167,3.613835828600931,31.391402714932127,6.250000000000022,-0.26281208935611255,-2.0156657963446456,16.24919802159457
2006-05-01,3.3217552390876426,2.408546601864736,3.9772727272727293,42.36403772827615,7.088989441930615,-0.13175230566534468,-2.0073535460925496,15.640349297536638
2006-06-01,3.512953727595658,2.5959470168685606,4.1817243159525175,26.12868823320298,5.803571428571419,0.0,0.5203614085667052,16.565291487490242
2006-07-01,3.4278142643161535,2.545783404928792,4.104669061056954,26.76320272572401,8.160237388724045,-0.13175230566534468,0.2221548400670681,14.43372673022516
2006-08-01,3.3360110167546475,2.6702209370623065,3.926568077511483,12.436509158072951,8.000000000000007,-0.13175230566534468,-11.31397498509582,15.889794448988859
2006-09-01,2.081131153317206,2.605716346587328,2.012072434607637,-2.59264907732194,6.725146198830401,-0.1312335958005173,-4.712392212537663,14.020900215270604
2006-10-01,1.6772392505759237,2.497134251871169,1.4063284781516971,-5.5956389289722575,7.925072046109505,-0.9114583333333259,-17.89638206907457,20.008214428559114
2006-11-01,1.9240828765721307,2.284497253671125,1.9687026754164672,1.8353344768439195,12.645348837209314,0.0,-9.335971470761617,18.311186835668902
2006-12-01,2.2868384543655695,2.3157376094600224,2.5239777889954462,4.374894834258791,13.093525179856114,-0.13140604467806183,-11.699082309423115,10.588223728956159
2007-01-01,2.133221673984864,2.500474844418621,2.075765178123423,-16.699740497633954,12.53602305475503,0.7874015748031482,-10.838023265105768,20.318232995769225
2007-02-01,2.3886809097797945,2.556694591006936,2.420260782347028,-3.845529774460499,13.06818181818179,1.182654402102501,-15.585313174946002,29.438629903917835
2007-03-01,2.5658102677563743,2.3783567312612552,2.798197295943927,-3.7201907790142985,16.42651296829969,0.9186351706036877,-13.588004944033072,27.1006625513619
2007-04-01,2.331486870638999,2.2114030320842026,2.5929247633283525,-8.207777299469077,19.94261119081777,0.9222661396574461,-11.193524521298603,23.29671156082407
2007-05-01,2.353231210569362,2.076442281099622,2.709885742672613,-10.544121793064553,21.408450704225345,0.79155672823219,-11.832970609698613,24.22535016837022
2007-06-01,2.3172626566359877,1.9873542036789704,2.692765113974227,-4.904171364148802,28.129395218002816,0.9198423127463773,-20.308884857036404,23.244444418825537
2007-07-01,2.1244360274048857,2.0405238557192007,2.3178905864958077,-0.3090982394839292,30.7270233196159,1.319261213720302,-22.27985033156744,22.892068367692975
2007-08-01,1.873466078825503,1.9857859531772437,1.897448478900876,-0.9034907597535891,35.66529492455419,1.055408970976246,-13.383928747244067,22.311439084638284
2007-09-01,2.534182514586014,2.1023725834797835,2.8338264299802685,25.144825426647888,43.83561643835616,1.182654402102501,-22.403170357886516,23.795239272688384
2007-10-01,3.0893201933057224,2.1841147318100163,3.610698365527476,46.39945652173913,43.65821094793056,1.4454664914586024,-11.035096789868126,17.92227870978522
